,symbol,name,engname,tradetype,lasttrade,prevclose,open,high,low,volume,amount,ticktime,buy,sell,pricechange,changepercent
1332,01771,新丰泰集团,SUNFONDA GP,EQTY,0.610,0.610,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.405,0.610,0.000,0.0000000
1333,01772,赣锋锂业,GANFENGLITHIUM,EQTY,19.460,19.520,19.740,19.860,19.420,4565640,89245324,2024-06-13 16:08:12,19.460,19.480,-0.060,-0.3073770
1334,01773,天立国际控股,TIANLI INT HLDG,EQTY,4.830,4.640,4.700,4.880,4.680,2448000,11689625,2024-06-13 16:08:15,4.810,4.830,0.190,4.0948276
1335,01775,精英汇集团,BEXCELLENT GP,EQTY,0.239,0.239,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.216,0.265,0.000,0.0000000
1336,01776,广发证券,GF SEC,EQTY,6.900,6.880,6.940,6.970,6.800,6379056,43786549,2024-06-13 16:08:12,6.880,6.900,0.020,0.2906977
1337,01777,花样年控股,FANTASIA,EQTY,0.062,0.063,0.063,0.065,0.060,2038500,127090,2024-06-13 16:08:15,0.060,0.061,-0.001,-1.5873016
1338,01778,彩生活,COLOUR LIFE,EQTY,0.205,0.206,0.209,0.209,0.205,27000,5587,2024-06-13 16:08:15,0.205,0.217,-0.001,-0.4854369
1339,01780,荣尊国际控股,RONGZUN INT'L H,EQTY,1.450,1.740,1.450,1.450,1.450,2500,3625,2024-06-13 16:08:15,1.450,1.650,-0.290,-16.6666667
1340,01782,国际商业数字技术,IB DIGITAL TECH,EQTY,4.490,4.460,4.470,4.490,4.470,10000,44800,2024-06-13 16:08:15,4.380,4.550,0.030,0.6726457
1341,01783,晋景新能,ENVISION GREEN,EQTY,5.060,4.870,4.880,5.080,4.870,2212000,11037760,2024-06-13 16:08:15,5.010,5.060,0.190,3.9014374
1342,01785,成都高速,CHENGDU EXPWAY,EQTY,2.010,2.010,2.010,2.010,2.000,160000,321500,2024-06-13 16:08:15,2.010,2.080,0.000,0.0000000
1343,01786,铁建装备,CRCCE,EQTY,0.690,0.690,0.690,0.700,0.670,368000,250240,2024-06-13 16:08:15,0.680,0.690,0.000,0.0000000
1344,01787,山东黄金,SD GOLD,EQTY,16.040,16.306,16.420,16.440,15.660,7867206,125459652,2024-06-13 16:08:12,16.040,16.060,-0.266,-1.6313014
1345,01788,国泰君安国际,GUOTAI JUNAN I,EQTY,0.580,0.580,0.580,0.590,0.580,1689000,986550,2024-06-13 16:08:15,0.580,0.590,0.000,0.0000000
1346,01789,爱康医疗,AK MEDICAL,EQTY,5.190,5.080,5.150,5.290,5.130,1248000,6511480,2024-06-13 16:08:12,5.160,5.190,0.110,2.1653543
1347,01790,达力环保,TIL ENVIRO,EQTY,0.560,0.560,0.560,0.560,0.560,80000,44800,2024-06-13 16:08:15,0.000,0.000,0.000,0.0000000
1348,01792,CMON,CMON,EQTY,0.040,0.039,0.040,0.040,0.040,70000,2800,2024-06-13 16:08:15,0.036,0.040,0.001,2.5641026
1349,01793,伟工控股,WECON HOLDINGS,EQTY,0.171,0.172,0.174,0.174,0.157,48000,7944,2024-06-13 16:08:15,0.161,0.171,-0.001,-0.5813953
1350,01795,亚东集团,YADONG GROUP,EQTY,1.500,1.490,1.450,1.550,1.440,3341000,4917360,2024-06-13 16:08:15,1.500,1.550,0.010,0.6711409
1351,01796,耀高控股,YIELD GO HLDGS,EQTY,3.090,2.930,3.050,3.100,2.960,122000,366700,2024-06-13 16:08:15,2.960,3.100,0.160,5.4607509
1352,01797,东方甄选,EAST BUY,EQTY,14.480,13.680,13.940,14.700,13.800,18031110,257432801,2024-06-13 16:08:12,14.460,14.480,0.800,5.8479532
1353,01798,大唐新能源,DATANG RENEW,EQTY,2.120,2.090,2.110,2.170,2.080,22507000,47784985,2024-06-13 16:08:12,2.110,2.120,0.030,1.4354067
1354,01799,新特能源,XINTE ENERGY,EQTY,8.720,8.530,8.530,8.840,8.530,1947600,16937172,2024-06-13 16:08:15,8.720,8.740,0.190,2.2274326
1355,01800,中国交通建设,CHINA COMM CONS,EQTY,4.890,5.000,4.980,5.000,4.860,21244143,104218580,2024-06-13 16:08:15,4.890,4.900,-0.110,-2.2000000
1356,01801,信达生物,INNOVENT BIO,EQTY,36.250,35.300,35.350,36.450,35.350,4044757,145918117,2024-06-13 16:08:12,36.150,36.250,0.950,2.6912181
1357,01802,文业集团,WENYE GROUP,EQTY,0.049,0.055,0.055,0.055,0.049,2526000,126058,2024-06-13 16:08:15,0.048,0.049,-0.006,-10.9090909
1358,01803,北京体育文化,BJ SPORTS & ENT,EQTY,0.090,0.090,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.075,0.090,0.000,0.0000000
1359,01808,企展控股,ENTERPRISE DEV,EQTY,3.340,3.120,3.120,3.350,3.120,440200,1431192,2024-06-13 16:08:15,3.280,3.340,0.220,7.0512821
1360,01809,浦林成山,PRINX CHENGSHAN,EQTY,8.850,8.940,8.890,8.940,8.730,108000,951725,2024-06-13 16:08:15,8.720,8.850,-0.090,-1.0067114
1361,01810,小米集团-W,XIAOMI-W,EQTY,17.560,17.140,17.280,17.620,17.220,82025721,1429389081,2024-06-13 16:08:15,17.560,17.580,0.420,2.4504084
1362,01811,中广核新能源,CGN NEW ENERGY,EQTY,2.910,2.890,2.940,3.000,2.880,15751998,46154094,2024-06-13 16:08:15,2.910,2.920,0.020,0.6920415
1363,01812,晨鸣纸业,CHENMING PAPER,EQTY,1.830,1.830,1.830,1.840,1.810,415500,759295,2024-06-13 16:08:15,1.820,1.830,0.000,0.0000000
1364,01813,合景泰富集团,KWG GROUP,EQTY,0.345,0.350,0.360,0.360,0.345,4221039,1477120,2024-06-13 16:08:15,0.345,0.355,-0.005,-1.4285714
1365,01815,金猫银猫,CSMALL,EQTY,0.255,0.265,0.260,0.265,0.255,1441000,374805,2024-06-13 16:08:15,0.250,0.255,-0.010,-3.7735849
1366,01816,中广核电力,CGN POWER,EQTY,3.440,3.260,3.280,3.460,3.260,140703751,475802499,2024-06-13 16:08:12,3.430,3.440,0.180,5.5214724
1367,01817,慕尚集团控股,MULSANNE GROUP,EQTY,1.040,1.050,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.980,1.040,-0.010,-0.9523810
1368,01818,招金矿业,ZHAOJIN MINING,EQTY,13.360,13.640,13.640,13.640,12.800,20695494,271859028,2024-06-13 16:08:15,13.340,13.360,-0.280,-2.0527859
1369,01820,济丰包装,PM PACKAGING,EQTY,6.310,6.310,6.310,0.000,0.000,4000,25240,2024-06-13 16:08:15,6.060,6.310,0.000,0.0000000
1370,01821,ESR,ESR,EQTY,11.000,10.860,10.740,11.080,10.700,1784239,19585913,2024-06-13 16:08:12,10.960,11.000,0.140,1.2891344
1371,01822,中木国际,CHINA WOOD INT,EQTY,0.045,0.049,0.045,0.048,0.045,330000,15090,2024-06-13 16:08:15,0.045,0.049,-0.004,-8.1632653
1372,01823,华昱高速,HUAYUEXPRESSWAY,EQTY,0.810,0.820,0.820,0.820,0.810,164000,133120,2024-06-13 16:08:15,0.780,0.810,-0.010,-1.2195122
1373,01825,美臻集团,STERLING GP,EQTY,0.127,0.127,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.115,0.144,0.000,0.0000000
1374,01826,丰展控股,FDB HOLDINGS,EQTY,0.070,0.056,0.073,0.073,0.073,10000,730,2024-06-13 16:08:15,0.055,0.070,0.014,25.0000000
1375,01827,卓珈控股,MIRICOR,EQTY,1.200,1.200,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.100,1.200,0.000,0.0000000
1376,01830,完美医疗,PERFECT MEDICAL,EQTY,2.350,2.300,2.310,2.360,2.310,635000,1481960,2024-06-13 16:08:15,2.320,2.350,0.050,2.1739130
1377,01831,十方控股,SHIFANG HLDG,EQTY,0.053,0.052,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.053,0.055,0.001,1.9230769
1378,01832,海天地悦旅,SAI LEISURE,EQTY,0.620,0.620,0.000,0.000,0.000,2000,1240,2024-06-13 16:08:15,0.610,0.700,0.000,0.0000000
1379,01833,平安好医生,PA GOODDOCTOR,EQTY,11.500,11.260,11.140,11.560,11.120,3039466,34774717,2024-06-13 16:08:15,11.480,11.500,0.240,2.1314387
1380,01835,瑞威资管,REALWAY CAPITAL,EQTY,2.400,2.400,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.730,2.400,0.000,0.0000000
1381,01836,九兴控股,STELLA HOLDINGS,EQTY,14.120,14.160,14.160,14.260,14.020,290000,4090986,2024-06-13 16:08:15,14.020,14.120,-0.040,-0.2824859
1382,01837,五谷磨房,NATURAL FOOD IH,EQTY,0.540,0.540,0.540,0.550,0.520,500000,266220,2024-06-13 16:08:15,0.530,0.540,0.000,0.0000000
1383,01841,优越集团控股,A.PLUS GROUP,EQTY,0.210,0.210,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.193,0.232,0.000,0.0000000
1384,01842,植华集团,GROWN UP GROUP,EQTY,0.076,0.078,0.077,0.078,0.075,752000,57396,2024-06-13 16:08:15,0.075,0.076,-0.002,-2.5641026
1385,01843,快餐帝国,SNACK EMPIRE,EQTY,0.168,0.160,0.160,0.160,0.160,24000,3840,2024-06-13 16:08:15,0.160,0.169,0.008,5.0000000
1386,01845,维港环保科技,WG ENV TECH,EQTY,0.232,0.232,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.208,0.232,0.000,0.0000000
1387,01846,德视佳,EUROEYES,EQTY,5.020,5.060,5.100,5.100,5.010,3000,15120,2024-06-13 16:08:15,5.020,5.150,-0.040,-0.7905138
1388,01847,云南建投混凝土,GHPC,EQTY,0.450,0.450,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.360,0.455,0.000,0.0000000
1389,01848,中国飞机租赁,CALC,EQTY,3.140,3.130,3.130,3.200,3.130,318000,1002650,2024-06-13 16:08:15,3.140,3.200,0.010,0.3194888
1390,01849,秀商时代控股,AM GROUP,EQTY,0.071,0.071,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.068,0.071,0.000,0.0000000
1391,01850,鸿盛昌资源,HSC RESOURCES,EQTY,0.227,0.227,0.227,0.228,0.222,1613000,361577,2024-06-13 16:08:15,0.222,0.227,0.000,0.0000000
1392,01851,银杏教育,GINGKO EDU,EQTY,0.880,0.780,0.850,0.880,0.850,8000,6860,2024-06-13 16:08:15,0.730,0.880,0.100,12.8205128
1393,01853,春城热力,CHUNCHENG HEAT,EQTY,1.681,1.681,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.210,1.780,0.000,0.0000000
1394,01854,中国万天控股,CHINA WANTIAN,EQTY,0.990,1.000,1.000,1.000,0.970,5870000,5711500,2024-06-13 16:08:15,0.960,0.990,-0.010,-1.0000000
1395,01855,中庆股份,ZONQING LTD,EQTY,27.350,27.100,27.100,27.700,26.800,162000,4422200,2024-06-13 16:08:15,27.100,27.650,0.250,0.9225092
1396,01856,依波路,ERNEST BOREL,EQTY,1.950,1.950,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.250,1.950,0.000,0.0000000
1397,01857,中国光大水务,CEB WATER,EQTY,1.500,1.480,1.480,1.500,1.480,415000,622460,2024-06-13 16:08:15,1.490,1.510,0.020,1.3513514
1398,01858,春立医疗,CHUNLI MEDICAL,EQTY,9.870,9.430,9.550,9.870,9.510,382500,3699742,2024-06-13 16:08:15,9.780,9.870,0.440,4.6659597
1399,01859,煜盛文化,BRIGHT CULTURE,EQTY,0.080,0.080,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.080,0.082,0.000,0.0000000
1400,01860,汇量科技,MOBVISTA,EQTY,2.810,2.760,2.750,2.810,2.750,482000,1334900,2024-06-13 16:08:12,2.790,2.820,0.050,1.8115942
1401,01861,保宝龙科技,PRECIOUS DRAGON,EQTY,1.910,1.910,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.730,1.910,0.000,0.0000000
1402,01862,景瑞控股,JINGRUI HLDGS,EQTY,0.080,0.086,0.086,0.086,0.074,773000,61949,2024-06-13 16:08:15,0.080,0.082,-0.006,-6.9767442
1403,01863,中国龙天集团,CHI LONGEVITY,EQTY,1.370,1.370,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.000,0.000,0.000,0.0000000
1404,01865,卓航控股,TRENDZON HLDG,EQTY,0.029,0.029,0.029,0.032,0.029,1304000,39916,2024-06-13 16:08:15,0.029,0.030,0.000,0.0000000
1405,01866,中国心连心化肥,CHINA XLX FERT,EQTY,3.820,3.810,3.800,3.840,3.750,596000,2262975,2024-06-13 16:08:15,3.810,3.820,0.010,0.2624672
1406,01867,标准发展集团,STD DEV GROUP,EQTY,0.230,0.230,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.220,0.230,0.000,0.0000000
1407,01868,同方友友,NEO-NEON,EQTY,0.400,0.400,0.400,0.400,0.400,20000,8000,2024-06-13 16:08:15,0.400,0.405,0.000,0.0000000
1408,01869,猫屎咖啡控股,KAFELAKU COFFEE,EQTY,0.206,0.204,0.204,0.210,0.202,280000,57540,2024-06-13 16:08:15,0.206,0.219,0.002,0.9803922
1409,01870,益美国际控股,ACME INTL HLDGS,EQTY,1.990,2.000,1.950,2.020,1.920,37500,73225,2024-06-13 16:08:15,1.930,2.000,-0.010,-0.5000000
1410,01871,向中国际,CHINA ORIENTED,EQTY,0.248,0.248,0.248,0.248,0.245,56000,13820,2024-06-13 16:08:15,0.245,0.248,0.000,0.0000000
1411,01872,冠轈控股(新),GUAN CHAO H-NEW,EQTY,0.690,0.690,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.475,0.690,0.000,0.0000000
1412,01873,维亚生物,VIVA BIOTECH,EQTY,0.610,0.630,0.640,0.640,0.610,1011000,637015,2024-06-13 16:08:15,0.610,0.620,-0.020,-3.1746032
1413,01875,东曜药业-B,TOT BIOPHARM-B,EQTY,2.330,2.310,2.310,2.330,2.310,188000,434944,2024-06-13 16:08:15,2.330,2.360,0.020,0.8658009
1414,01876,百威亚太,BUD APAC,EQTY,9.310,9.220,9.350,9.460,9.250,19554540,182171037,2024-06-13 16:08:15,9.310,9.320,0.090,0.9761388
1415,01877,君实生物,JUNSHI BIO,EQTY,12.160,12.240,12.580,12.580,12.080,559600,6876484,2024-06-13 16:08:12,12.160,12.240,-0.080,-0.6535948
1416,01878,南戈壁,SOUTHGOBI,EQTY,3.580,3.620,3.540,3.690,3.540,363550,1314415,2024-06-13 16:08:15,3.560,3.580,-0.040,-1.1049724
1417,01880,中国中免,CTG DUTY-FREE,EQTY,58.000,59.400,59.750,59.900,57.850,1857920,108816281,2024-06-13 16:08:15,58.000,58.100,-1.400,-2.3569024
1418,01882,海天国际,HAITIAN INT'L,EQTY,23.100,23.050,23.250,23.600,23.000,1656920,38311106,2024-06-13 16:08:15,23.050,23.100,0.050,0.2169197
1419,01883,中信国际电讯,CITIC TELECOM,EQTY,2.570,2.580,2.590,2.590,2.540,12063000,30903430,2024-06-13 16:08:15,2.560,2.570,-0.010,-0.3875969
1420,01884,EPRINT集团,EPRINT GROUP,EQTY,0.760,0.790,0.770,0.790,0.730,4760000,3603160,2024-06-13 16:08:15,0.740,0.760,-0.030,-3.7974684
1421,01888,建滔积层板,KB LAMINATES,EQTY,7.900,7.700,7.920,8.060,7.680,8212000,64273302,2024-06-13 16:08:15,7.880,7.900,0.200,2.5974026
1422,01889,三爱健康集团,SANAI HEALTH GP,EQTY,0.024,0.021,0.022,0.026,0.022,38300000,897802,2024-06-13 16:08:15,0.023,0.024,0.003,14.2857143
1423,01890,中国科培,CHINA KEPEI,EQTY,1.520,1.510,1.530,1.530,1.490,1542000,2321740,2024-06-13 16:08:15,1.500,1.520,0.010,0.6622517
1424,01891,兴合控股,HENG HUP,EQTY,0.113,0.113,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.113,0.131,0.000,0.0000000
1425,01894,恒益控股,HANG YICK HLDGS,EQTY,0.060,0.058,0.060,0.061,0.058,1245000,74700,2024-06-13 16:08:15,0.059,0.060,0.002,3.4482759
1426,01895,鑫苑服务,XINYUAN PM,EQTY,0.410,0.450,0.480,0.480,0.400,3395000,1451045,2024-06-13 16:08:15,0.405,0.410,-0.040,-8.8888889
1427,01896,猫眼娱乐,MAOYAN ENT,EQTY,8.720,8.360,8.460,8.770,8.460,2976070,25811650,2024-06-13 16:08:15,8.720,8.730,0.360,4.3062201
1428,01897,美亨实业,MILLIONHOPE IND,EQTY,0.405,0.405,0.000,0.000,0.000,1012,364,2024-06-13 16:08:15,0.380,0.425,0.000,0.0000000
1429,01898,中煤能源,CHINA COAL,EQTY,9.790,9.800,9.790,9.940,9.680,10658540,104417487,2024-06-13 16:08:12,9.770,9.790,-0.010,-0.1020408
1430,01899,兴达国际,XINGDA INT'L,EQTY,1.330,1.350,1.350,1.350,1.320,442000,587880,2024-06-13 16:08:15,1.320,1.330,-0.020,-1.4814815
1431,01900,中国智能交通,CHINA ITS,EQTY,0.185,0.186,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.180,0.185,-0.001,-0.5376344
1432,01901,飞扬集团,FEIYANG GROUP,EQTY,0.118,0.116,0.116,0.118,0.115,1372000,158956,2024-06-13 16:08:15,0.113,0.118,0.002,1.7241379
1433,01902,银城国际控股,YINCHENG INTL,EQTY,0.046,0.046,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.040,0.047,0.000,0.0000000
1434,01903,JBB BUILDERS,JBB BUILDERS,EQTY,0.540,0.530,0.540,0.540,0.540,2000,1080,2024-06-13 16:08:15,0.475,0.540,0.010,1.8867925
1435,01905,海通恒信,HAITONG UT,EQTY,0.720,0.720,0.740,0.740,0.720,914000,666860,2024-06-13 16:08:15,0.720,0.730,0.000,0.0000000
1436,01906,博尼控股,BONNY HLDG,EQTY,0.420,0.430,0.430,0.440,0.410,5645000,2367900,2024-06-13 16:08:15,0.405,0.435,-0.010,-2.3255814
1437,01907,中国旭阳集团,CHINA RISUN GP,EQTY,3.070,3.050,3.060,3.130,3.060,7644000,23639140,2024-06-13 16:08:15,3.070,3.080,0.020,0.6557377
1438,01908,建发国际集团,C&D INTL GROUP,EQTY,15.300,15.120,15.300,15.600,15.140,2203930,33828224,2024-06-13 16:08:15,15.300,15.320,0.180,1.1904762
1439,01909,火岩控股,FIRE ROCK,EQTY,0.130,0.131,0.129,0.130,0.128,2588000,333000,2024-06-13 16:08:15,0.128,0.130,-0.001,-0.7633588
1440,01910,新秀丽,SAMSONITE,EQTY,24.050,24.200,24.200,24.350,23.800,6648940,159839237,2024-06-13 16:08:15,24.000,24.050,-0.150,-0.6198347
1441,01911,华兴资本控股,CR HOLDINGS,EQTY,7.270,7.270,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,7.250,7.270,0.000,0.0000000
1442,01912,康特隆,CONTEL,EQTY,0.074,0.085,0.085,0.085,0.072,2815000,219805,2024-06-13 16:08:15,0.074,0.076,-0.011,-12.9411765
1443,01913,普拉达,PRADA,EQTY,62.650,61.800,61.800,63.150,61.550,1698100,105409722,2024-06-13 16:08:15,62.600,62.650,0.850,1.3754045
1444,01915,泰和小贷,TAIHE M-FIN,EQTY,0.550,0.550,0.550,0.550,0.550,2614000,1437700,2024-06-13 16:08:15,0.510,0.560,0.000,0.0000000
1445,01916,江西银行,JIANGXI BANK,EQTY,0.730,0.750,0.750,0.750,0.720,136000,99200,2024-06-13 16:08:15,0.730,0.890,-0.020,-2.6666667
1446,01917,豆盟科技,DOUMOB,EQTY,0.071,0.071,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.066,0.071,0.000,0.0000000
1447,01918,融创中国,SUNAC,EQTY,1.200,1.200,1.230,1.240,1.180,107428396,129442759,2024-06-13 16:08:15,1.200,1.210,0.000,0.0000000
1448,01919,中远海控,COSCO SHIP HOLD,EQTY,13.140,13.160,13.220,13.420,12.700,31696419,412655258,2024-06-13 16:08:12,13.120,13.140,-0.020,-0.1519757
1449,01920,恒新丰控股,HANDS FORM HLDG,EQTY,0.315,0.315,0.315,0.315,0.315,10000,3150,2024-06-13 16:08:15,0.175,0.315,0.000,0.0000000
1450,01921,达力普控股,DALIPAL HLDG,EQTY,4.880,4.900,4.900,4.980,4.820,1734000,8490140,2024-06-13 16:08:12,4.830,4.880,-0.020,-0.4081633
1451,01922,银城生活服务,YINCHENG LS,EQTY,1.250,1.480,1.350,1.400,1.220,1826000,2394220,2024-06-13 16:08:15,1.250,1.350,-0.230,-15.5405405
1452,01925,旷世控股,KWUNGS HOLDINGS,EQTY,1.180,1.160,1.180,1.180,1.170,28000,32960,2024-06-13 16:08:15,1.160,1.200,0.020,1.7241379
1453,01927,久久王,JIUJIUWANG,EQTY,0.148,0.148,0.000,0.000,0.000,10000,1460,2024-06-13 16:08:15,0.146,0.148,0.000,0.0000000
1454,01928,金沙中国有限公司,SANDS CHINA LTD,EQTY,17.980,17.740,17.760,18.040,17.740,10009382,179182390,2024-06-13 16:08:15,17.960,17.980,0.240,1.3528749
1455,01929,周大福,CHOW TAI FOOK,EQTY,9.460,9.460,9.570,9.700,9.320,9703312,91512076,2024-06-13 16:08:12,9.450,9.460,0.000,0.0000000
1456,01930,勋龙,SHINELONG,EQTY,0.250,0.249,0.250,0.250,0.250,4000,1000,2024-06-13 16:08:15,0.242,0.250,0.001,0.4016064
1457,01931,华检医疗,IVD MEDICAL,EQTY,0.890,1.010,1.000,1.020,0.870,2422000,2291450,2024-06-13 16:08:15,0.890,0.920,-0.120,-11.8811881
1458,01932,中漆集团,CPM GROUP,EQTY,0.255,0.255,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.255,0.270,0.000,0.0000000
1459,01933,元力控股,ONEFORCE HLDGS,EQTY,0.181,0.180,0.181,0.181,0.181,4000,724,2024-06-13 16:08:15,0.178,0.181,0.001,0.5555556
1460,01935,嘉宏教育,JH EDUCATION,EQTY,0.850,0.850,0.850,0.850,0.850,12000,10200,2024-06-13 16:08:15,0.800,0.850,0.000,0.0000000
1461,01936,利特米,RITAMIX,EQTY,0.660,0.660,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.650,0.690,0.000,0.0000000
1462,01937,佳辰控股,JIACHEN HOLDING,EQTY,0.215,0.214,0.215,0.215,0.215,30000,6450,2024-06-13 16:08:15,0.208,0.215,0.001,0.4672897
1463,01938,珠江钢管,CHU KONG PIPE,EQTY,0.178,0.178,0.177,0.177,0.177,10000,1770,2024-06-13 16:08:15,0.178,0.187,0.000,0.0000000
1464,01939,东京中央拍卖,TOKYO CHUO,EQTY,0.690,0.690,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.630,0.690,0.000,0.0000000
1465,01940,CGII HLDGS,CGII HLDGS,EQTY,0.480,0.480,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.460,0.500,0.000,0.0000000
1466,01941,烨星集团,YE XING GROUP,EQTY,0.183,0.182,0.183,0.183,0.183,62000,11346,2024-06-13 16:08:15,0.177,0.183,0.001,0.5494505
1467,01942,马可数字科技,MOG DIGITECH,EQTY,1.160,1.210,1.230,1.240,1.140,41244000,48531820,2024-06-13 16:08:15,1.160,1.170,-0.050,-4.1322314
1468,01943,银涛控股,SILVER TIDE,EQTY,0.730,0.740,0.730,0.730,0.730,5000,3650,2024-06-13 16:08:15,0.710,0.740,-0.010,-1.3513514
1469,01945,清科创业,ZERO2IPO,EQTY,1.050,1.050,1.020,1.050,1.000,123200,124248,2024-06-13 16:08:15,1.000,1.050,0.000,0.0000000
1470,01947,美皓集团,MEIHAO GROUP,EQTY,0.400,0.400,0.370,0.400,0.370,10000,3850,2024-06-13 16:08:15,0.380,0.400,0.000,0.0000000
1471,01948,优矩控股,UJU HOLDING,EQTY,1.080,1.080,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.020,1.080,0.000,0.0000000
1472,01949,PLATT NERA,PLATT NERA,EQTY,0.400,0.430,0.430,0.470,0.400,4506000,1922240,2024-06-13 16:08:15,0.390,0.400,-0.030,-6.9767442
1473,01950,帝王实业控股,DIWANG IND H,EQTY,0.133,0.134,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.128,0.133,-0.001,-0.7462687
1474,01951,锦欣生殖,JXR,EQTY,3.150,3.040,3.080,3.210,3.080,12500500,39322707,2024-06-13 16:08:15,3.140,3.150,0.110,3.6184211
1475,01952,云顶新耀-B,EVEREST MED-B,EQTY,20.000,19.980,20.350,20.350,19.820,1381500,27717050,2024-06-13 16:08:12,20.000,20.050,0.020,0.1001001
1476,01953,RIMBACO,RIMBACO,EQTY,0.196,0.195,0.196,0.198,0.195,325000,63710,2024-06-13 16:08:15,0.195,0.196,0.001,0.5128205
1477,01955,庄臣控股,JOHNSON HLDGS,EQTY,0.415,0.415,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.415,0.440,0.000,0.0000000
1478,01957,大人国际,MBV INTL,EQTY,0.610,0.610,0.590,0.610,0.580,2735000,1619750,2024-06-13 16:08:15,0.600,0.610,0.000,0.0000000
1479,01958,北京汽车,BAIC MOTOR,EQTY,2.150,2.140,2.140,2.170,2.120,9748500,20904008,2024-06-13 16:08:15,2.140,2.150,0.010,0.4672897
1480,01959,世纪联合控股,CENT UNIT HLDG,EQTY,0.172,0.172,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.161,0.172,0.000,0.0000000
1481,01960,TBKS HLDGS,TBKS HLDGS,EQTY,0.285,0.285,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.250,0.285,0.000,0.0000000
1482,01961,多牛科技,INFINITIES TECH,EQTY,0.760,0.770,0.770,0.770,0.760,100000,76100,2024-06-13 16:08:15,0.710,0.770,-0.010,-1.2987013
1483,01962,训修实业,EVERGREEN PG,EQTY,0.460,0.455,0.465,0.475,0.445,184000,85040,2024-06-13 16:08:15,0.445,0.465,0.005,1.0989011
1484,01963,重庆银行,BCQ,EQTY,5.160,5.160,5.150,5.200,5.140,1136500,5863290,2024-06-13 16:08:15,5.160,5.180,0.000,0.0000000
1485,01965,朗诗绿色生活,LANDSEA LIFE,EQTY,0.220,0.220,0.221,0.221,0.220,41000,9033,2024-06-13 16:08:15,0.215,0.220,0.000,0.0000000
1486,01966,中骏集团控股,CHINA SCE GROUP,EQTY,0.161,0.160,0.161,0.161,0.148,7335000,1129757,2024-06-13 16:08:15,0.158,0.161,0.001,0.6250000
1487,01967,信恳智能,CONFIDENCE IN,EQTY,0.310,0.290,0.265,0.310,0.265,368000,105904,2024-06-13 16:08:15,0.310,0.320,0.020,6.8965517
1488,01968,兴纺控股,HINGTEX HLDGS,EQTY,0.150,0.155,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.140,0.150,-0.005,-3.2258065
1489,01969,中国春来,CHINA CHUNLAI,EQTY,4.590,4.600,4.650,4.670,4.550,467000,2148720,2024-06-13 16:08:15,4.570,4.600,-0.010,-0.2173913
1490,01970,IMAX CHINA,IMAX CHINA,EQTY,8.600,8.720,8.780,8.780,8.600,193152,1687916,2024-06-13 16:08:15,8.550,8.720,-0.120,-1.3761468
1491,01971,弘阳服务,RSUN SER,EQTY,0.570,0.570,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.520,0.600,0.000,0.0000000
1492,01972,太古地产,SWIREPROPERTIES,EQTY,13.500,13.420,13.520,13.720,13.380,4763483,64394747,2024-06-13 16:08:15,13.480,13.500,0.080,0.5961252
1493,01973,天图投资,TIAN TU CAPITAL,EQTY,3.170,3.170,3.170,3.170,3.170,400,1268,2024-06-13 16:08:15,3.020,3.170,0.000,0.0000000
1494,01975,新兴印刷,SUN HING PRINT,EQTY,0.355,0.355,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.345,0.385,0.000,0.0000000
