序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
587,300439,美康生物,9.69,3.86,0.36,43837.0,41839917.34,3.86,9.71,9.35,9.35,9.33,1.23,1.5,12.13,1.38,3720473707.0,2826722478.0,0.0,-0.1,-18.02,-16.54
588,688391,钜泉科技,50.89,3.86,1.89,19074.0,94529039.0,7.22,50.94,47.4,48.59,49.0,1.69,4.43,32.34,2.08,4250332800.0,2189961787.0,-0.08,0.81,6.46,2.6
589,688638,誉辰智能,45.6,3.85,1.69,1496.0,6728679.0,4.1,45.63,43.83,43.98,43.91,0.58,1.57,32.56,1.63,1824000000.0,434259835.0,0.09,-0.07,-23.04,-24.2
590,300095,华伍股份,7.02,3.85,0.26,52949.0,36707843.94,4.59,7.04,6.73,6.73,6.76,0.67,1.57,28.33,1.39,2949032951.0,2362170449.0,0.0,0.14,-14.6,-14.7
591,603928,兴业股份,11.08,3.84,0.41,22652.0,24909876.0,5.81,11.22,10.6,10.77,10.67,0.56,1.12,26.02,1.48,2233728000.0,2233728000.0,-0.09,0.0,-17.25,-17.13
592,002900,哈三联,10.27,3.84,0.38,39795.0,39957071.16,5.16,10.28,9.77,9.85,9.89,1.27,2.33,40.53,1.53,3249325814.0,1755047807.0,-0.1,0.0,-25.42,-24.76
593,300656,民德电子,19.73,3.84,0.73,13008.0,25309827.09,4.79,19.82,18.91,19.06,19.0,1.11,1.01,149.62,2.91,3406082079.0,2538193058.0,0.0,0.1,-17.52,-19.57
594,002993,奥海科技,31.11,3.84,1.15,24048.0,73257668.5,5.57,31.32,29.65,29.95,29.96,1.13,1.01,18.48,1.84,8587604400.0,7400750123.0,0.0,-0.29,-13.92,-18.35
595,300041,回天新材,9.47,3.84,0.35,115958.0,108499551.82,4.06,9.47,9.1,9.12,9.12,1.09,2.13,13.43,1.93,5297730005.0,5155681908.0,0.21,0.32,-2.47,-5.49
596,002981,朝阳科技,31.93,3.84,1.18,20581.0,64584764.2,4.13,31.93,30.66,30.78,30.75,0.86,2.43,29.99,3.57,3065280000.0,2706067500.0,0.09,0.25,-15.08,-8.04
597,688198,佰仁医疗,110.99,3.84,4.1,2930.0,31785820.0,6.12,111.74,105.2,107.02,106.89,1.11,0.21,131.69,12.69,15158929848.0,15158929848.0,-0.19,-0.02,-8.32,-10.87
598,002565,顺灏股份,3.52,3.83,0.13,882809.0,303409709.76,6.49,3.54,3.32,3.36,3.39,1.0,8.36,98.34,1.97,3731161005.0,3715821747.0,0.0,0.0,2.33,3.83
599,601918,新集能源,8.94,3.83,0.33,328758.0,291126854.0,4.53,8.99,8.6,8.7,8.61,0.86,1.27,10.98,1.71,23159443692.0,23159443692.0,-0.11,-0.11,51.27,69.64
600,300658,延江股份,5.42,3.83,0.2,46491.0,24834537.5,4.02,5.43,5.22,5.23,5.22,0.95,2.06,44.27,1.29,1803581449.0,1221684450.0,0.18,0.18,-23.01,-19.94
601,688035,德邦科技,35.78,3.83,1.32,10913.0,38290905.0,5.19,35.91,34.12,34.97,34.46,0.81,1.25,49.49,2.24,5089347200.0,3131346381.0,0.0,-0.14,-29.36,-32.95
602,600076,康欣新材,2.17,3.83,0.08,100415.0,21474230.0,4.78,2.18,2.08,2.1,2.09,0.97,0.75,-16.54,0.65,2917659106.0,2917659106.0,0.0,0.0,-19.63,-18.11
603,603309,维力医疗,11.15,3.82,0.41,27702.0,30376718.0,4.19,11.16,10.71,10.73,10.74,0.99,0.95,17.03,1.85,3268736431.0,3245455231.0,-0.09,0.0,-20.98,-21.64
604,688114,华大智造,58.51,3.81,2.15,14395.0,83073183.0,4.6,58.6,56.01,56.02,56.36,1.43,0.68,-40.73,2.81,24318957380.0,12391565919.0,-0.03,-0.03,-31.61,-31.98
605,600843,上工申贝,6.27,3.81,0.23,557386.0,343642541.0,7.45,6.35,5.9,5.93,6.04,0.71,11.88,35.9,1.34,4471553830.0,2942026517.0,0.16,0.32,7.92,9.62
606,300883,龙利得,5.46,3.8,0.2,70769.0,38193777.94,4.18,5.48,5.26,5.3,5.26,0.97,2.15,196.68,1.33,1889160000.0,1793300555.0,0.0,0.0,-24.9,-25.71
607,836395,朗鸿科技,9.56,3.8,0.35,7288.0,6850371.9,4.67,9.63,9.2,9.43,9.21,0.69,2.63,19.36,4.03,875313600.0,264605160.0,0.21,0.1,-27.47,-19.39
608,301393,昊帆生物,44.53,3.8,1.63,14879.0,65132728.43,5.55,44.88,42.5,42.5,42.9,1.23,6.02,48.59,2.17,4809240000.0,1101117445.0,-0.07,-0.07,-26.03,-25.8
609,603658,安图生物,55.79,3.8,2.04,43704.0,238685849.0,5.04,55.89,53.18,53.68,53.75,0.94,0.75,27.23,3.98,32708129162.0,32708129162.0,-0.11,-0.11,0.41,-2.14
610,430478,峆一药业,17.24,3.79,0.63,6132.0,10473230.25,6.08,17.49,16.48,16.48,16.61,1.09,3.19,12.91,1.51,692315300.0,331310114.0,-0.06,-0.23,-37.72,-33.64
611,300831,派瑞股份,10.41,3.79,0.38,66275.0,68566724.27,8.37,10.79,9.95,10.01,10.03,0.86,3.59,151.28,3.85,3331200000.0,1920480938.0,-0.67,-0.48,-13.82,-15.09
612,300066,三川智慧,4.11,3.79,0.15,334211.0,135096134.54,8.08,4.18,3.86,3.92,3.96,2.08,3.32,19.75,1.79,4274536707.0,4134291530.0,-0.24,0.0,-14.73,-18.61
613,002782,可立克,10.98,3.78,0.4,51596.0,55931562.63,3.78,10.99,10.59,10.59,10.58,0.91,1.05,47.49,2.96,5411047355.0,5380382608.0,0.0,0.18,-20.78,-21.85
614,603991,至正股份,35.7,3.78,1.3,14563.0,52084596.0,8.63,37.18,34.21,34.21,34.4,0.97,1.95,-141.6,9.28,2660899429.0,2660899429.0,-0.28,-0.28,-21.61,-22.39
615,605108,同庆楼,32.72,3.77,1.19,27156.0,89109508.0,8.82,34.08,31.3,31.56,31.53,1.44,1.04,31.43,3.92,8507200000.0,8507200000.0,-0.03,-0.09,7.45,7.49
616,002453,华软科技,6.33,3.77,0.23,131429.0,82462009.91,4.92,6.38,6.08,6.09,6.1,0.9,2.16,26.79,3.25,5142283908.0,3850507654.0,-0.16,-0.16,-40.79,-43.98
617,301076,新瀚新材,23.95,3.77,0.87,40748.0,96651743.4,3.99,24.02,23.1,23.28,23.08,0.8,5.88,34.52,2.89,3221849800.0,1660388236.0,0.08,0.13,-20.56,-29.39
618,301211,亨迪药业,17.92,3.76,0.65,27355.0,48382498.54,4.23,17.93,17.2,17.23,17.27,1.16,3.8,26.78,2.22,5160960000.0,1290240000.0,0.06,0.11,-17.31,-17.61
619,688669,聚石化学,13.79,3.76,0.5,10692.0,14572900.0,4.51,13.88,13.28,13.28,13.29,0.85,1.74,53.15,1.06,1673186676.0,848310729.0,-0.07,0.0,-26.84,-26.41
620,301507,民生健康,12.71,3.76,0.46,31719.0,39718734.17,4.49,12.77,12.22,12.26,12.25,1.22,3.56,53.06,3.08,4531805534.0,1132951606.0,-0.08,-0.08,-22.55,-22.97
621,300753,爱朋医疗,13.01,3.75,0.47,28791.0,36879399.0,4.47,13.08,12.52,12.64,12.54,0.81,3.55,180.93,2.36,1639884480.0,1053744130.0,0.08,0.23,-26.29,-24.23
622,688595,芯海科技,30.73,3.75,1.11,26662.0,79595936.0,6.45,30.88,28.97,29.45,29.62,0.87,1.87,-30.51,5.17,4376738442.0,4376738442.0,0.0,0.1,-29.66,-29.03
623,301129,瑞纳智能,18.0,3.75,0.65,13281.0,23615065.8,3.52,18.04,17.43,17.58,17.35,0.78,3.67,224.98,1.49,2410236000.0,651304800.0,0.06,0.0,-30.18,-32.41
624,300701,森霸传感,8.59,3.74,0.31,91088.0,78192691.5,8.82,8.93,8.2,8.2,8.28,2.42,3.37,48.23,2.69,2428694672.0,2319300000.0,-0.12,-0.23,-23.24,-25.17
625,600237,铜峰电子,6.1,3.74,0.22,121129.0,72842236.0,3.57,6.1,5.89,5.89,5.88,0.94,2.0,44.35,2.21,3846837846.0,3687353486.0,0.0,0.33,-16.89,-21.19
626,600613,神奇制药,6.66,3.74,0.24,65381.0,42685163.0,4.21,6.66,6.39,6.39,6.42,0.95,1.36,40.45,1.52,3556917042.0,3192271053.0,0.15,0.3,-12.48,-12.48
627,688139,海尔生物,28.03,3.74,1.01,20987.0,57892039.0,4.44,28.13,26.93,27.15,27.02,1.03,0.66,21.95,2.11,8912208799.0,8912208799.0,-0.21,-0.11,-29.4,-30.82
628,000610,西安旅游,15.0,3.73,0.54,296099.0,439742101.92,8.92,15.18,13.89,14.14,14.46,1.76,12.57,-41.27,6.06,3551218515.0,3532258410.0,0.07,0.0,7.22,8.62
629,300562,乐心医疗,9.45,3.73,0.34,68524.0,63651055.0,4.83,9.49,9.05,9.11,9.11,0.74,4.28,59.64,1.97,2049716227.0,1511313372.0,0.21,0.32,-18.39,-17.18
630,600135,乐凯胶片,6.4,3.73,0.23,88046.0,55877812.0,4.7,6.43,6.14,6.14,6.17,0.81,1.59,-75.89,1.42,3541165434.0,3541165434.0,0.0,0.0,-19.29,-20.69
631,000962,东方钽业,12.53,3.73,0.45,280590.0,347143620.19,7.04,12.76,11.91,11.91,12.08,1.26,6.37,33.83,2.64,6330510123.0,5523606566.0,-0.16,0.0,-0.56,1.13
632,600828,茂业商业,3.62,3.72,0.13,474794.0,169215535.0,11.75,3.78,3.37,3.43,3.49,3.83,2.74,123.54,0.9,6269776817.0,6267523855.0,0.28,0.56,-5.73,-0.82
633,002726,龙大美食,7.24,3.72,0.26,137066.0,97726733.18,5.3,7.26,6.89,6.95,6.98,1.35,1.27,-9.04,3.31,7813117958.0,7798294058.0,0.14,0.14,-10.84,-10.62
634,301226,祥明智能,17.01,3.72,0.61,16449.0,27664328.54,3.9,17.04,16.4,16.4,16.4,0.92,3.35,33.82,2.05,1850688000.0,834848487.0,0.06,0.24,-24.43,-25.49
635,300181,佐力药业,13.39,3.72,0.48,195234.0,256787998.29,4.49,13.4,12.82,12.88,12.91,0.95,3.25,24.3,3.44,9391576416.0,8048479384.0,-0.07,0.07,22.73,25.61
636,688357,建龙微纳,39.06,3.72,1.4,6441.0,24977986.0,4.46,39.35,37.67,37.74,37.66,0.68,0.77,21.26,1.83,3256900451.0,3256900451.0,-0.38,-0.43,-23.68,-24.43
637,002838,道恩股份,11.45,3.71,0.41,62029.0,70381266.14,4.98,11.48,10.93,10.95,11.04,0.82,1.59,36.64,1.72,5129953988.0,4468253141.0,0.17,0.09,-10.83,-10.62
638,300869,康泰医学,17.04,3.71,0.61,29606.0,49862092.0,3.96,17.09,16.44,16.44,16.43,1.45,1.18,26.32,3.35,6846718877.0,4286736067.0,-0.23,-0.23,-16.35,-17.4
639,300957,贝泰妮,58.44,3.71,2.09,20889.0,120169712.97,4.12,58.49,56.17,56.77,56.35,0.8,0.49,32.06,4.25,24755184000.0,24755184000.0,-0.07,-0.07,-8.77,-14.27
640,300233,金城医药,16.51,3.71,0.59,46643.0,75851528.8,5.03,16.6,15.8,15.8,15.92,0.45,1.26,36.28,1.71,6337769431.0,6111873717.0,0.06,0.12,0.06,-0.9
641,000153,丰原药业,8.12,3.7,0.29,84758.0,67793725.0,4.21,8.13,7.8,7.81,7.83,1.38,2.66,14.19,1.45,2696052988.0,2591520168.0,-0.12,0.12,-14.71,-13.34
642,300806,斯迪克,9.54,3.7,0.34,120584.0,113630069.3,3.91,9.54,9.18,9.25,9.2,0.79,4.37,38.46,1.93,4324486799.0,2629519301.0,0.1,0.21,-26.1,-32.2
643,002724,海洋王,5.91,3.68,0.21,73882.0,42991316.67,4.04,5.92,5.69,5.72,5.7,0.55,1.29,38.42,1.57,4559553145.0,3374492545.0,0.17,0.17,-26.86,-28.1
644,600838,上海九百,6.76,3.68,0.24,147150.0,98296332.0,4.75,6.77,6.46,6.52,6.52,2.15,3.67,43.57,1.84,2709962192.0,2709962192.0,-0.15,0.15,-14.43,-14.1
645,603392,万泰生物,69.31,3.68,2.46,82693.0,565351851.0,5.18,69.64,66.18,66.3,66.85,1.21,0.65,70.45,6.92,87899427101.0,87899427101.0,0.0,-0.04,-7.34,-7.75
646,688363,华熙生物,55.53,3.68,1.97,14402.0,79004592.0,3.21,55.62,53.9,53.93,53.56,1.19,0.73,45.53,3.87,26747592778.0,11004837778.0,-0.07,-0.05,-13.79,-17.03
647,300485,赛升药业,8.46,3.68,0.3,34304.0,28520390.56,4.41,8.46,8.1,8.12,8.16,1.1,1.25,39.59,1.19,4074897744.0,2316493360.0,0.0,0.12,-20.19,-20.11
648,603345,安井食品,87.14,3.68,3.09,27319.0,234472535.0,4.91,87.5,83.37,84.01,84.05,0.91,0.93,17.09,2.08,25557659376.0,25557659376.0,0.0,0.05,-11.35,-16.7
649,300981,中红医疗,12.13,3.68,0.43,24279.0,29010442.78,3.76,12.13,11.69,11.72,11.7,0.65,1.98,385.78,0.8,4730794614.0,1490123193.0,0.08,0.0,-25.03,-24.28
650,002688,金河生物,3.95,3.67,0.14,132944.0,51574576.88,4.2,3.95,3.79,3.8,3.81,0.51,1.78,22.43,1.36,3082668472.0,2943002275.0,0.25,0.0,-19.55,-17.88
651,603601,再升科技,3.39,3.67,0.12,209103.0,70090097.0,3.67,3.39,3.27,3.28,3.27,0.73,2.05,22.15,1.59,3463390588.0,3463390588.0,0.0,0.3,-21.16,-21.16
652,688395,正弦电气,16.96,3.67,0.6,6399.0,10742248.0,3.85,17.07,16.44,16.44,16.36,0.64,1.64,28.79,2.01,1458560000.0,662856499.0,-0.24,-0.41,-26.36,-26.23
653,601689,拓普集团,58.88,3.66,2.08,109367.0,635822489.0,4.72,59.28,56.6,56.67,56.8,0.78,0.99,31.81,3.96,68464244462.0,64888691459.0,0.05,0.03,-13.54,-19.89
654,300196,长海股份,10.49,3.66,0.37,40960.0,42522444.0,4.15,10.52,10.1,10.1,10.12,0.7,1.66,11.17,0.98,4287436599.0,2584339310.0,0.0,0.1,-4.11,-3.58
655,870726,鸿智科技,15.06,3.65,0.53,2734.0,4075059.84,4.47,15.17,14.52,14.66,14.53,0.86,2.33,18.9,2.56,628591298.0,176791298.0,0.07,0.0,-32.77,-25.63
656,600206,有研新材,11.38,3.64,0.4,139260.0,156494725.0,4.1,11.39,10.94,11.0,10.98,1.51,1.65,51.72,2.61,9633776918.0,9633776918.0,0.0,0.09,-5.95,-8.15
657,000965,天保基建,3.13,3.64,0.11,355743.0,109878653.79,4.64,3.13,2.99,2.99,3.02,0.83,3.21,173.37,0.64,3473770701.0,3473770701.0,0.32,0.0,0.0,0.0
658,002880,卫光生物,28.74,3.64,1.01,8473.0,23980184.3,3.86,28.77,27.7,27.7,27.73,0.92,0.37,32.32,3.35,6518232000.0,6518232000.0,0.0,-0.07,-15.69,-18.19
659,300973,立高食品,33.58,3.64,1.18,18493.0,61196411.44,4.54,33.72,32.25,32.5,32.4,1.03,2.6,26.92,2.53,5686444655.0,2385634350.0,-0.06,-0.09,-28.2,-30.83
660,300611,美力科技,9.12,3.64,0.32,53315.0,48073746.0,4.43,9.15,8.76,8.8,8.8,1.13,3.63,47.39,1.92,1925001082.0,1340520346.0,0.11,0.0,-20.0,-20.63
661,300035,中科电气,10.28,3.63,0.36,173892.0,177984838.95,6.05,10.43,9.83,9.83,9.92,0.85,2.79,-99.11,1.57,7435634664.0,6416376231.0,0.19,0.29,1.38,-2.47
662,300497,富祥药业,9.14,3.63,0.32,39797.0,35873777.36,3.85,9.14,8.8,8.81,8.82,0.92,0.89,-46.18,1.94,5027044183.0,4088442447.0,0.33,0.11,-0.98,-2.35
663,300727,润禾材料,25.2,3.62,0.88,56542.0,142117113.65,6.09,25.78,24.3,24.31,24.32,0.74,4.96,39.57,3.9,3218565848.0,2871235055.0,-0.47,-0.43,-10.61,-12.47
664,300254,仟源医药,10.31,3.62,0.36,169613.0,171283416.36,5.03,10.36,9.86,9.95,9.95,0.6,7.54,98.87,4.15,2491087385.0,2319972644.0,0.1,-0.1,4.88,7.06
665,002549,凯美特气,7.45,3.62,0.26,84618.0,62276269.0,3.76,7.45,7.18,7.19,7.19,0.8,1.22,-207.74,2.72,5320476362.0,5158078469.0,0.13,0.27,-21.33,-23.82
666,837748,路桥信息,15.76,3.62,0.55,7272.0,11249769.1,5.0,15.76,15.0,15.4,15.21,0.94,5.41,-121.86,3.97,1209422400.0,211751896.0,0.06,0.64,-29.42,-32.07
667,603755,日辰股份,22.09,3.61,0.77,12766.0,27858189.0,4.69,22.2,21.2,21.2,21.32,0.87,1.29,38.6,3.1,2178376213.0,2178376213.0,0.23,0.14,-16.67,-16.89
668,300759,康龙化成,20.37,3.61,0.71,257492.0,514360496.45,4.98,20.39,19.41,19.62,19.66,1.03,1.8,22.74,2.95,36409221830.0,29100243552.0,-0.1,0.1,-26.12,-29.71
669,603165,荣晟环保,11.48,3.61,0.4,54122.0,61457624.0,3.61,11.52,11.12,11.2,11.08,0.53,1.94,11.81,1.49,3196401461.0,3196401461.0,0.26,-0.09,-6.06,-4.17
670,600540,新赛股份,4.6,3.6,0.16,218580.0,97781538.0,8.56,4.7,4.32,4.42,4.44,1.62,3.76,144.75,3.34,2674334016.0,2674334016.0,0.22,0.44,-7.07,-5.74
671,600186,莲花健康,4.6,3.6,0.16,713375.0,330098454.0,4.28,4.75,4.56,4.63,4.44,1.15,3.99,64.66,5.37,8251945249.0,8215375249.0,0.0,0.44,-25.32,-23.97
672,603181,皇马科技,10.39,3.59,0.36,19043.0,19541579.0,3.99,10.4,10.0,10.0,10.03,1.01,0.32,19.55,2.29,6116593000.0,6116593000.0,0.0,0.0,-3.97,-4.94
673,300358,楚天科技,9.24,3.59,0.32,60716.0,55346840.45,3.81,9.25,8.91,8.91,8.92,0.95,1.15,14.24,1.17,5454393936.0,4884433027.0,0.11,0.11,-12.58,-13.64
674,603799,华友钴业,32.06,3.59,1.11,743781.0,2362609393.0,5.17,32.2,30.6,30.6,30.95,0.96,4.41,13.65,1.71,54825382744.0,54063899299.0,-0.09,-0.03,2.56,-2.64
675,600493,凤竹纺织,6.07,3.58,0.21,140660.0,84385773.0,4.61,6.12,5.85,5.85,5.86,0.8,5.17,6.09,1.5,1651040000.0,1651040000.0,0.0,0.0,-13.41,-9.67
676,002909,集泰股份,6.07,3.58,0.21,67933.0,40821931.18,3.75,6.07,5.85,5.85,5.86,1.08,1.87,107.55,2.39,2420989897.0,2202860519.0,0.33,0.17,-22.28,-20.45
677,603217,元利科技,16.48,3.58,0.57,24123.0,39271986.0,4.46,16.5,15.79,15.88,15.91,0.98,1.17,14.01,1.11,3430893414.0,3409922944.0,-0.06,-0.06,-7.1,-9.65
678,600645,中源协和,16.48,3.58,0.57,47899.0,77690608.0,4.34,16.51,15.82,15.95,15.91,1.23,1.02,43.65,2.08,7711797707.0,7708852319.0,0.0,0.0,-16.77,-18.7
679,002716,金贵银业,3.76,3.58,0.13,3003445.0,1146341865.98,9.09,3.98,3.65,3.72,3.63,2.87,13.59,-398.12,3.35,10119392261.0,8311401371.0,-0.27,-0.27,35.74,33.33
680,603041,美思德,11.57,3.58,0.4,20921.0,23845795.0,4.03,11.61,11.16,11.16,11.17,0.91,1.14,19.89,1.48,2119018796.0,2119018796.0,-0.17,-0.17,-15.36,-14.04
681,603086,先达股份,4.63,3.58,0.16,108415.0,49412340.0,4.25,4.63,4.44,4.45,4.47,1.2,2.49,143.96,0.95,2013184852.0,2013184852.0,0.87,0.43,-22.18,-21.26
682,600173,卧龙地产,4.92,3.58,0.17,454521.0,219034028.0,12.63,5.19,4.59,4.8,4.75,3.75,6.49,10.87,0.89,3446490720.0,3446047920.0,0.0,-0.4,1.44,-1.6
683,603966,法兰泰克,8.13,3.57,0.28,68234.0,54703188.0,4.08,8.14,7.82,7.83,7.85,0.67,1.89,15.84,2.0,2927707755.0,2927707755.0,0.25,0.0,-1.69,-0.61
684,688136,科兴制药,16.86,3.56,0.58,17157.0,28471190.0,6.39,16.94,15.9,16.44,16.28,1.12,0.86,-17.72,2.06,3358489239.0,3358489239.0,0.42,0.36,-20.77,-16.74
685,002192,融捷股份,42.17,3.56,1.45,104305.0,437132450.3,4.47,42.44,40.62,40.79,40.72,1.12,4.03,22.94,3.43,10949659911.0,10927100015.0,0.0,0.0,-19.37,-22.21
686,600990,四创电子,17.45,3.56,0.6,114439.0,203914520.0,7.72,18.54,17.24,17.38,16.85,0.81,4.25,-41.26,1.83,4816358655.0,4694271545.0,-0.06,0.06,-10.92,-12.62
687,600716,凤凰股份,3.2,3.56,0.11,176571.0,56086309.0,6.15,3.27,3.08,3.1,3.09,1.71,1.89,390.46,0.58,2995393888.0,2995393888.0,0.0,-0.31,-20.6,-13.04
688,301266,宇邦新材,41.94,3.56,1.44,21188.0,88574856.54,4.52,42.38,40.55,40.55,40.5,0.86,5.65,27.8,2.94,4361784535.0,1572774535.0,0.07,0.05,-16.25,-24.26
689,300227,光韵达,6.7,3.55,0.23,113105.0,74675160.5,3.55,6.7,6.47,6.47,6.47,0.57,2.71,45.26,2.11,3348526154.0,2799017701.0,0.3,0.3,-12.87,-14.54
690,688429,时创能源,15.46,3.55,0.53,6849.0,10465534.0,4.35,15.56,14.91,14.98,14.93,0.92,2.14,34.96,2.67,6184012368.0,494729894.0,-0.06,0.06,-27.08,-27.04
691,300721,怡达股份,11.38,3.55,0.39,37721.0,42337528.62,4.46,11.4,10.91,10.99,10.99,0.95,2.75,-28.62,1.53,1875955890.0,1560890814.0,0.18,0.0,-25.18,-23.78
692,001358,兴欣新材,37.07,3.55,1.27,25919.0,95201695.51,3.66,37.31,36.0,36.18,35.8,0.51,12.02,23.04,2.15,3262160000.0,799130038.0,0.14,0.11,-21.64,-22.77
693,688277,天智航-U,9.05,3.55,0.31,34186.0,30421376.0,4.0,9.05,8.7,8.74,8.74,0.91,0.76,-25.27,3.22,4066997048.0,4054289038.0,0.0,0.11,-30.49,-31.34
694,002121,科陆电子,4.38,3.55,0.15,156520.0,67833734.16,3.78,4.4,4.24,4.24,4.23,1.21,1.12,-13.76,7.73,7274377093.0,6131660130.0,0.23,0.23,-19.93,-21.93
695,301057,汇隆新材,12.86,3.54,0.44,16205.0,20587810.0,3.95,12.91,12.42,12.47,12.42,0.92,3.14,28.27,1.99,1509641033.0,664456113.0,-0.08,0.08,-24.71,-23.45
696,605389,长龄液压,21.63,3.54,0.74,9019.0,19268335.0,3.83,21.66,20.86,20.9,20.89,0.86,0.66,30.38,1.49,3116603324.0,2947450019.0,-0.09,0.14,-18.44,-19.17
697,603989,艾华集团,16.96,3.54,0.58,28717.0,48269749.0,3.11,17.03,16.52,16.52,16.38,0.94,0.72,15.78,1.97,6803175027.0,6803175027.0,0.12,0.0,-19.12,-21.19
698,603153,上海建科,19.89,3.54,0.68,71459.0,139355045.0,5.41,19.95,18.91,19.21,19.21,0.76,5.29,46.77,2.49,8152137398.0,2685150000.0,0.05,0.2,-0.6,-5.87
699,000036,华联控股,2.93,3.53,0.1,125264.0,36237337.97,3.89,2.94,2.83,2.83,2.83,1.15,0.85,64.67,0.82,4347926693.0,4338332174.0,0.34,0.34,-21.45,-24.68
700,002109,兴化股份,4.11,3.53,0.14,38269.0,15540249.0,3.78,4.12,3.97,3.97,3.97,0.76,0.36,-18.27,1.03,5245469088.0,4327603083.0,0.24,0.24,-17.3,-13.29
701,688281,华秦科技,120.66,3.53,4.11,7497.0,89602243.0,4.57,121.44,116.11,116.11,116.55,1.14,2.16,50.18,3.99,16779784523.0,4194946523.0,0.05,-0.19,-10.75,-11.06
702,873152,天宏锂电,8.82,3.52,0.3,28523.0,25169917.91,5.52,8.97,8.5,8.52,8.52,0.78,7.33,88.5,3.48,905378865.0,343024018.0,-0.45,0.0,-25.32,-27.82
703,301189,奥尼电子,22.36,3.52,0.76,8048.0,18060817.0,7.69,23.29,21.63,21.63,21.6,0.79,1.95,-1341.7,1.13,2569084957.0,920705757.0,0.0,0.09,-21.21,-22.66
704,300412,迦南科技,4.12,3.52,0.14,72324.0,29314436.78,3.52,4.12,3.98,4.01,3.98,0.77,1.53,-92.16,2.02,2050757344.0,1948391862.0,0.24,0.49,-28.6,-27.59
705,002497,雅化集团,11.49,3.51,0.39,259000.0,295918170.51,4.14,11.53,11.07,11.13,11.1,1.1,2.46,12.3,1.19,13242943355.0,12095625709.0,0.09,0.09,-8.52,-12.22
706,600207,安彩高科,5.01,3.51,0.17,264035.0,131064669.0,3.93,5.02,4.83,4.83,4.84,0.77,2.51,-282.96,1.75,5457455896.0,5263269854.0,0.0,0.2,5.7,5.03
707,688819,天能股份,29.81,3.51,1.01,27473.0,81576934.0,4.51,30.03,28.73,29.05,28.8,1.35,0.28,12.57,1.88,28978301000.0,28978301000.0,0.0,0.0,8.44,6.77
708,001207,联科科技,15.35,3.51,0.52,29324.0,44390982.0,3.57,15.35,14.82,14.82,14.83,1.14,3.52,18.43,1.89,3106164047.0,1280104854.0,0.07,0.07,-11.12,-9.97
709,600366,宁波韵升,6.79,3.51,0.23,225758.0,151877354.0,4.88,6.84,6.52,6.54,6.56,1.47,2.12,-22.93,1.3,7548837166.0,7223779394.0,0.0,0.15,-8.86,-12.61
710,002388,新亚制程,5.02,3.51,0.17,366236.0,184606864.67,10.52,5.26,4.75,4.84,4.85,0.67,7.34,-197.9,1.76,2572316272.0,2505205147.0,0.0,0.2,-19.03,-20.19
711,603099,长白山,22.45,3.5,0.76,162664.0,361738180.0,6.41,22.7,21.31,21.4,21.69,1.17,6.1,43.36,5.76,5986741500.0,5986741500.0,0.0,0.13,12.59,49.87
712,300199,翰宇药业,11.54,3.5,0.39,189712.0,216264876.26,3.32,11.54,11.17,11.18,11.15,0.78,2.85,-42.34,9.06,10192605017.0,7686030202.0,0.09,0.26,-15.83,-15.02
713,002961,瑞达期货,12.43,3.5,0.42,33034.0,40588892.9,3.5,12.44,12.02,12.02,12.01,0.9,0.74,22.69,2.17,5531716039.0,5531716039.0,0.08,0.16,-16.52,-16.58
714,000710,贝瑞基因,8.89,3.49,0.3,123636.0,108935873.0,4.31,8.98,8.61,8.61,8.59,0.7,4.06,-17.47,1.45,3142805824.0,2708433401.0,0.11,0.11,-21.26,-22.83
715,688648,中邮科技,26.99,3.49,0.91,46927.0,125252498.0,5.98,27.36,25.8,26.12,26.08,0.79,16.32,51.27,2.13,3670640000.0,776235342.0,0.15,0.71,4.13,2.51
716,688050,爱博医疗,131.43,3.49,4.43,12194.0,157702811.0,5.47,132.26,125.31,127.0,127.0,1.11,1.16,45.44,6.49,13833137879.0,13833137879.0,-0.11,-0.17,-19.78,-23.6
717,002033,丽江股份,10.39,3.49,0.35,442778.0,458272197.85,7.87,10.69,9.9,9.92,10.04,1.53,8.06,25.11,2.28,5709208487.0,5709099081.0,0.19,0.1,23.84,28.43
718,600805,悦达投资,4.75,3.49,0.16,551846.0,254251721.0,9.15,4.8,4.38,4.43,4.59,3.17,6.49,105.41,0.93,4041748847.0,4038807998.0,0.21,0.0,-22.64,-6.86
719,002624,完美世界,10.69,3.48,0.36,523295.0,554431355.34,4.84,10.9,10.4,10.52,10.33,0.82,2.86,25.3,2.28,20738262239.0,19534481521.0,0.09,0.09,-9.56,-9.71
720,603021,山东华鹏,4.16,3.48,0.14,124045.0,51065032.0,3.98,4.17,4.01,4.01,4.02,0.69,3.88,-6.46,3.6,1330983971.0,1330983971.0,0.0,-0.24,-36.59,-36.87
721,002488,金固股份,5.35,3.48,0.18,115334.0,60825983.54,2.9,5.35,5.2,5.2,5.17,0.91,1.26,-1966.67,1.31,5325599003.0,4905702589.0,0.19,0.38,-25.17,-25.49
