序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4676,600970,中材国际,11.65,-0.34,-0.04,122086.0,142884185.0,2.14,11.85,11.6,11.68,11.69,0.82,0.7,10.56,1.61,30782997978.0,20301271278.0,0.26,-0.09,17.2,24.73
4677,600300,维维股份,2.9,-0.34,-0.01,150447.0,43465887.0,1.72,2.91,2.86,2.9,2.91,0.97,0.93,22.39,1.48,4689712322.0,4689712322.0,-0.34,0.0,-8.23,-6.75
4678,600345,长江通信,20.25,-0.34,-0.07,36339.0,73067576.0,3.64,20.65,19.91,20.24,20.32,0.87,1.84,46.91,1.6,6674645673.0,4009500000.0,0.05,0.05,6.08,4.54
4679,600984,建设机械,2.89,-0.34,-0.01,213898.0,62231410.0,2.76,2.96,2.88,2.9,2.9,0.43,1.7,-4.8,0.69,3632856943.0,3632856943.0,0.0,0.0,-21.25,-22.93
4680,300654,世纪天鸿,11.44,-0.35,-0.04,155190.0,176465379.73,4.79,11.65,11.1,11.39,11.48,0.45,4.82,98.32,5.07,4162595077.0,3684018658.0,0.0,0.0,0.7,1.42
4681,688052,纳芯微,94.37,-0.35,-0.33,12155.0,114119746.0,2.9,95.26,92.51,94.12,94.7,0.58,1.31,-56.97,2.14,13450408222.0,8741786119.0,0.06,0.23,-41.04,-43.44
4682,300424,航新科技,11.33,-0.35,-0.04,81263.0,93202455.32,5.8,11.88,11.22,11.41,11.37,0.55,3.4,281.53,3.79,2718014893.0,2711453384.0,0.27,0.18,-14.43,-13.51
4683,600008,首创环保,2.83,-0.35,-0.01,533906.0,151703485.0,1.41,2.86,2.82,2.84,2.84,0.88,0.73,12.2,1.09,20773871616.0,20773871616.0,0.0,0.0,2.91,5.2
4684,603129,春风动力,127.3,-0.35,-0.45,8579.0,108986728.0,2.63,128.69,125.33,127.62,127.75,0.64,0.57,17.92,3.89,19152814950.0,19152814950.0,-0.04,-0.08,22.57,24.51
4685,688522,纳睿雷达,53.71,-0.35,-0.19,35305.0,191858179.0,5.4,55.87,52.96,54.72,53.9,0.49,5.76,128.15,3.79,8307153828.0,3294586063.0,-0.39,-0.7,1.63,-3.21
4686,002601,龙佰集团,19.71,-0.35,-0.07,196803.0,387302501.72,1.77,19.87,19.52,19.76,19.78,0.69,1.32,16.47,2.08,47033840076.0,29298993012.0,0.0,-0.05,16.21,15.06
4687,688110,东芯股份,22.51,-0.35,-0.08,64959.0,145862719.0,3.81,22.91,22.05,22.48,22.59,0.67,2.35,-32.54,2.84,9955042053.0,6224841860.0,-0.04,0.09,-31.37,-34.62
4688,600017,日照港,2.81,-0.35,-0.01,189457.0,53411916.0,1.42,2.84,2.8,2.83,2.82,0.68,0.62,13.49,0.65,8642587425.0,8642587425.0,0.0,-0.35,1.81,2.18
4689,000957,中通客车,8.41,-0.36,-0.03,82574.0,69587529.9,2.25,8.55,8.36,8.37,8.44,0.7,1.39,71.59,1.83,4986322102.0,4986322102.0,-0.12,0.0,-5.08,-6.35
4690,000899,赣能股份,8.29,-0.36,-0.03,213056.0,175852972.42,2.76,8.38,8.15,8.22,8.32,1.14,2.18,14.87,1.59,8088368630.0,8088368630.0,0.0,0.12,5.07,7.11
4691,600759,ST洲际,2.76,-0.36,-0.01,133599.0,36679643.0,2.89,2.8,2.72,2.79,2.77,0.59,0.32,145.04,1.1,11451265613.0,11436572753.0,0.36,0.0,10.84,11.74
4692,000536,华映科技,2.76,-0.36,-0.01,425498.0,116835498.36,2.89,2.8,2.72,2.77,2.77,0.36,1.54,-5.22,2.6,7634250536.0,7626107744.0,0.36,0.0,-26.4,-29.41
4693,601838,成都银行,13.78,-0.36,-0.05,135946.0,188397487.0,1.74,14.0,13.76,13.81,13.83,0.92,0.36,4.83,0.86,52556013428.0,52454356190.0,-0.07,0.0,24.03,22.38
4694,002036,联创电子,8.24,-0.36,-0.03,612221.0,495921564.21,4.11,8.29,7.95,8.18,8.27,1.1,5.81,-20.11,2.57,8804988380.0,8680096192.0,0.0,0.12,-14.88,-19.29
4695,000539,粤电力Ａ,5.49,-0.36,-0.02,797625.0,436837555.77,3.81,5.6,5.39,5.45,5.51,1.04,3.12,29.57,1.3,28824059083.0,14020980718.0,0.0,0.18,5.58,12.27
4696,300433,蓝思科技,13.72,-0.36,-0.05,258749.0,352763032.8,2.11,13.81,13.52,13.62,13.77,0.67,0.52,31.09,1.52,68369887899.0,68060686365.0,0.07,0.15,8.54,3.94
4697,002958,青农商行,2.72,-0.37,-0.01,287006.0,78402172.28,1.1,2.75,2.72,2.73,2.73,0.9,0.58,3.72,0.46,15111276975.0,13399783558.0,0.0,0.0,3.42,3.82
4698,002916,深南电路,92.46,-0.37,-0.34,32176.0,296060909.67,2.17,93.0,90.99,92.8,92.8,0.49,0.63,33.92,3.6,47420656886.0,47231761476.0,0.02,0.1,38.0,30.24
4699,000786,北新建材,29.73,-0.37,-0.11,55280.0,164420807.04,1.78,29.98,29.45,29.84,29.84,0.53,0.34,14.25,2.15,50229068143.0,48532710554.0,-0.07,-0.03,18.45,27.27
4700,002308,威创股份,2.7,-0.37,-0.01,353544.0,94629544.34,4.06,2.73,2.62,2.69,2.71,0.47,3.92,136.22,1.22,2446779558.0,2432041149.0,0.0,-0.37,-23.51,-16.67
4701,601606,长城军工,10.78,-0.37,-0.04,110477.0,119269742.0,2.68,10.95,10.66,10.7,10.82,1.26,1.53,626.04,3.0,7807182152.0,7807182152.0,0.0,0.19,-13.27,-11.49
4702,002371,北方华创,299.07,-0.37,-1.11,28815.0,857590321.47,2.39,301.2,294.02,298.5,300.18,0.57,0.54,41.24,7.03,158594842353.0,158446129795.0,-0.14,-0.16,26.59,21.72
4703,600166,福田汽车,2.69,-0.37,-0.01,674063.0,181480685.0,2.22,2.73,2.67,2.7,2.7,0.77,1.03,20.47,1.53,21530123748.0,17687266606.0,-0.37,-0.37,1.51,-1.47
4704,601106,中国一重,2.68,-0.37,-0.01,185604.0,49818394.0,1.49,2.71,2.67,2.69,2.69,0.97,0.27,268.01,1.56,18378858244.0,18378858244.0,0.0,0.37,-7.27,-6.94
4705,002895,川恒股份,18.67,-0.37,-0.07,65341.0,122202669.28,1.76,18.87,18.54,18.63,18.74,0.51,1.32,13.2,1.82,10119831873.0,9271205693.0,0.0,-0.05,-3.26,-1.74
4706,002913,奥士康,26.52,-0.38,-0.1,28223.0,74562115.2,2.93,26.89,26.11,26.64,26.62,0.78,1.06,14.33,2.1,8416400566.0,7052234175.0,0.08,0.04,-9.36,-13.47
4707,600919,江苏银行,7.94,-0.38,-0.03,1044014.0,832283493.0,1.63,8.05,7.92,7.97,7.97,1.16,0.57,4.26,0.71,145709516236.0,145061596888.0,0.0,0.13,18.33,18.68
4708,000932,华菱钢铁,5.29,-0.38,-0.02,1030420.0,544034837.32,2.82,5.37,5.22,5.31,5.31,0.85,1.49,7.2,0.69,36546665920.0,36546211424.0,0.0,0.19,-6.04,2.72
4709,603158,腾龙股份,7.93,-0.38,-0.03,81453.0,64397931.0,2.51,8.05,7.85,7.95,7.96,0.78,1.66,20.79,1.92,3892038497.0,3892038497.0,0.0,0.13,-11.2,-18.58
4710,300203,聚光科技,13.19,-0.38,-0.05,59055.0,77337783.14,4.08,13.41,12.87,13.21,13.24,0.85,1.32,-25.19,1.94,5918848944.0,5915386569.0,-0.15,-0.3,-12.94,-16.78
4711,601788,光大证券,15.75,-0.38,-0.06,185872.0,292741415.0,1.58,15.9,15.65,15.85,15.81,0.71,0.48,17.0,1.26,72619905314.0,61530506714.0,-0.06,-0.06,3.62,2.14
4712,300540,蜀道装备,23.32,-0.38,-0.09,18470.0,42875052.13,2.78,23.64,22.99,23.58,23.41,0.66,1.71,117.71,3.8,3842762717.0,2525256175.0,0.09,0.21,-6.53,-5.4
4713,600795,国电电力,5.18,-0.38,-0.02,1343916.0,693011503.0,2.12,5.21,5.1,5.18,5.2,1.01,0.75,12.32,1.86,92388506845.0,92388506845.0,-0.19,-0.19,19.08,24.52
4714,000576,甘化科工,7.77,-0.38,-0.03,38943.0,29905086.0,2.95,7.79,7.56,7.66,7.8,0.78,0.92,54.44,1.88,3404419843.0,3290605800.0,0.13,0.39,-15.91,-16.45
4715,301516,中远通,20.68,-0.39,-0.08,64395.0,132196302.88,4.05,20.99,20.15,20.6,20.76,0.55,10.41,71.64,3.95,5804912293.0,1279488847.0,0.0,0.19,-1.1,-2.5
4716,000927,中国铁物,2.58,-0.39,-0.01,215565.0,55561724.0,1.54,2.6,2.56,2.59,2.59,0.92,0.36,27.34,1.75,15609912394.0,15609904499.0,0.0,0.39,-5.49,-3.37
4717,002533,金杯电工,10.25,-0.39,-0.04,149529.0,153507410.4,2.04,10.38,10.17,10.32,10.29,0.4,2.38,14.39,1.94,7522895886.0,6431873032.0,-0.1,0.0,24.39,26.86
4718,300972,万辰集团,28.01,-0.39,-0.11,14297.0,39678223.07,6.37,29.08,27.29,28.01,28.12,1.32,1.9,-64.04,5.39,4828734848.0,2111162213.0,-0.04,-0.14,-21.96,-25.39
4719,301566,达利凯普,17.58,-0.4,-0.07,43209.0,75555231.9,3.91,17.89,17.2,17.51,17.65,0.7,9.45,53.19,5.7,7032175800.0,803861568.0,0.06,0.11,-34.91,-39.36
4720,601669,中国电建,5.01,-0.4,-0.02,681062.0,342132827.0,1.19,5.06,5.0,5.03,5.03,0.75,0.52,6.82,0.68,86303058263.0,65488344509.0,-0.2,-0.2,2.45,2.45
4721,605069,正和生态,7.51,-0.4,-0.03,55017.0,41095868.0,3.58,7.64,7.37,7.5,7.54,0.45,6.54,-6.56,1.23,1589850313.0,632051198.0,0.13,0.27,-26.52,-23.52
4722,002772,众兴菌业,7.49,-0.4,-0.03,124944.0,92496729.07,3.06,7.52,7.29,7.41,7.52,0.99,3.21,18.46,0.86,2945377779.0,2911036391.0,0.13,0.0,-7.07,-5.07
4723,002224,三 力 士,4.95,-0.4,-0.02,73273.0,36146188.0,2.41,5.01,4.89,4.94,4.97,0.89,1.16,42.56,1.4,4463956233.0,3137184933.0,0.0,0.2,-3.51,-2.75
4724,600249,两面针,4.92,-0.4,-0.02,157926.0,77063831.0,2.43,4.94,4.82,4.85,4.94,1.22,2.87,118.65,1.28,2706000000.0,2706000000.0,0.0,-0.2,-17.17,-15.75
4725,000520,凤凰航运,2.44,-0.41,-0.01,305271.0,74652823.42,4.08,2.51,2.41,2.46,2.45,1.34,3.02,-111.61,4.6,2469483630.0,2469483630.0,-0.41,-0.41,-14.08,-11.91
4726,000544,中原环保,7.25,-0.41,-0.03,60963.0,44181314.88,1.24,7.3,7.21,7.28,7.28,0.48,0.63,8.22,0.94,7066462538.0,7066462538.0,0.14,0.14,0.42,4.47
4727,000088,盐 田 港,4.83,-0.41,-0.02,143566.0,69491592.37,2.68,4.93,4.8,4.9,4.85,1.3,0.64,18.68,1.56,20700048615.0,10863324335.0,0.21,0.21,-3.21,-1.02
4728,002188,中天服务,4.81,-0.41,-0.02,95122.0,45818006.18,4.14,4.95,4.75,4.86,4.83,1.55,3.95,69.59,10.66,1407110546.0,1158768904.0,0.21,0.84,-28.53,-26.9
4729,688695,中创股份,40.64,-0.42,-0.17,17434.0,70335566.0,3.99,41.39,39.76,40.7,40.81,0.77,9.69,51.85,4.36,3456488002.0,730913042.0,-0.02,0.3,81.19,81.19
4730,003000,劲仔食品,14.33,-0.42,-0.06,50148.0,71695494.77,2.57,14.51,14.14,14.42,14.39,0.68,1.66,30.84,4.95,6463821048.0,4340205070.0,0.21,0.28,25.04,17.27
4731,000915,华特达因,35.66,-0.42,-0.15,33262.0,117214459.0,3.41,36.0,34.78,36.0,35.81,1.34,1.42,14.28,2.8,8356260755.0,8351830000.0,0.48,0.39,18.0,23.14
4732,600637,东方明珠,7.13,-0.42,-0.03,168593.0,120401919.0,1.4,7.21,7.11,7.17,7.16,0.79,0.5,22.87,0.81,23970345695.0,23970345695.0,0.0,-0.14,-5.81,-5.19
4733,002557,洽洽食品,35.6,-0.42,-0.15,37288.0,133560313.29,1.79,36.13,35.49,35.74,35.75,0.94,0.74,22.42,3.26,18049283553.0,18049150053.0,-0.08,-0.08,9.44,2.24
4734,000423,东阿阿胶,63.92,-0.42,-0.27,48257.0,305963504.87,3.05,64.66,62.7,64.5,64.19,0.95,0.75,35.77,3.84,41162998590.0,41162998590.0,-0.02,-0.06,24.33,29.6
4735,002142,宁波银行,21.12,-0.42,-0.09,209261.0,441709972.55,0.94,21.25,21.05,21.16,21.21,0.54,0.32,5.46,0.79,139467837527.0,137808534547.0,-0.05,0.05,10.69,5.02
4736,688159,有方科技,42.23,-0.42,-0.18,20365.0,86798587.0,4.24,43.69,41.89,42.41,42.41,0.75,2.22,854.4,4.91,3890628574.0,3871625074.0,0.07,0.07,7.62,12.16
4737,601939,建设银行,7.01,-0.43,-0.03,683207.0,479249394.0,1.56,7.09,6.98,7.04,7.04,0.89,0.71,5.27,0.59,1752576952177.0,67251539818.0,0.0,0.0,5.1,7.68
4738,001270,铖昌科技,53.7,-0.43,-0.23,17635.0,94667329.76,3.06,54.74,53.09,53.93,53.93,0.6,2.26,105.46,5.97,8406097259.0,4188268027.0,0.0,0.24,-14.22,-14.37
4739,688728,格科微,16.31,-0.43,-0.07,70733.0,114566299.0,3.24,16.48,15.95,16.18,16.38,1.23,0.63,836.07,5.38,42415568539.0,18172596667.0,0.0,-0.06,-17.88,-20.32
4740,002616,长青集团,4.65,-0.43,-0.02,76241.0,35482435.0,1.71,4.7,4.62,4.66,4.67,1.15,1.62,21.7,1.37,3450106830.0,2186533965.0,0.0,0.0,-14.05,-11.43
4741,000968,蓝焰控股,6.97,-0.43,-0.03,86424.0,60172392.0,2.14,7.05,6.9,6.95,7.0,0.6,0.89,11.98,1.2,6743493540.0,6743493540.0,0.14,0.14,-3.46,-1.97
4742,000333,美的集团,65.04,-0.43,-0.28,194783.0,1270147986.31,1.19,65.6,64.82,65.0,65.32,0.73,0.28,13.44,2.78,453260555089.0,444635601339.0,-0.03,0.08,17.72,19.06
4743,600362,江西铜业,25.49,-0.43,-0.11,547130.0,1390443638.0,3.83,25.96,24.98,25.54,25.6,0.86,2.64,13.57,1.31,88264972533.0,52898056353.0,0.0,0.2,40.6,42.72
4744,601225,陕西煤业,25.36,-0.43,-0.11,246392.0,625252453.0,3.38,25.87,25.01,25.7,25.47,0.58,0.25,11.56,2.75,245865200000.0,245865200000.0,0.0,0.04,15.12,21.4
4745,603992,松霖科技,18.4,-0.43,-0.08,18294.0,33589086.0,2.22,18.56,18.15,18.56,18.48,0.37,0.46,21.25,2.85,7506981316.0,7378641316.0,0.11,-0.05,-0.7,1.43
4746,601009,南京银行,9.2,-0.43,-0.04,184639.0,170927481.0,2.06,9.37,9.18,9.24,9.24,1.0,0.2,4.67,0.71,95162352975.0,84756156964.0,-0.11,-0.11,23.32,24.66
4747,600704,物产中大,4.6,-0.43,-0.02,321842.0,148726721.0,1.52,4.66,4.59,4.64,4.62,0.81,0.63,6.57,0.7,23889465384.0,23527997384.0,-0.22,-0.22,4.55,3.84
4748,603566,普莱柯,18.39,-0.43,-0.08,22016.0,40248496.0,2.54,18.57,18.1,18.34,18.47,0.57,0.64,26.65,2.33,6364085200.0,6364085200.0,0.16,0.27,-15.33,-18.81
4749,601881,中国银河,11.48,-0.43,-0.05,487351.0,558199009.0,2.43,11.64,11.36,11.59,11.53,0.86,0.67,15.93,1.25,125526937899.0,83154434312.0,0.09,0.17,-2.96,-4.73
4750,600809,山西汾酒,245.55,-0.43,-1.07,23788.0,585050099.0,1.7,248.85,244.66,246.62,246.62,0.77,0.19,23.82,11.2,299562214712.0,299562214712.0,-0.04,-0.05,12.9,6.42
4751,300598,诚迈科技,40.99,-0.44,-0.18,56417.0,228382926.98,3.52,41.21,39.76,40.6,41.17,1.13,3.38,-33.54,5.56,6842547148.0,6840631152.0,-0.02,-0.1,-5.68,-4.52
4752,601798,蓝科高新,6.82,-0.44,-0.03,68600.0,46709019.0,2.48,6.89,6.72,6.82,6.85,0.55,1.93,-34.41,1.76,2417882310.0,2417882310.0,0.15,0.0,-14.0,-10.38
4753,301016,雷尔伟,18.13,-0.44,-0.08,45490.0,81826411.0,6.64,18.72,17.51,17.85,18.21,1.51,15.16,40.12,2.15,2175600000.0,543900000.0,0.22,0.06,-17.06,-17.82
4754,000065,北方国际,11.31,-0.44,-0.05,81796.0,92358203.95,2.73,11.51,11.2,11.36,11.36,0.64,0.9,12.34,1.36,11332823965.0,10242273207.0,0.09,0.18,0.8,0.8
4755,603369,今世缘,56.4,-0.44,-0.25,34193.0,193195413.0,1.69,57.06,56.1,56.54,56.65,0.68,0.27,20.13,5.53,70753800000.0,70753800000.0,-0.09,0.07,22.58,15.69
4756,000980,众泰汽车,2.25,-0.44,-0.01,808120.0,181505528.19,3.54,2.3,2.22,2.27,2.26,1.17,1.65,-19.02,5.7,11345732413.0,10997761716.0,0.45,0.45,-21.88,-24.5
4757,000733,振华科技,49.03,-0.45,-0.22,124852.0,610937373.59,3.21,49.94,48.36,49.01,49.25,0.97,2.39,9.9,1.98,27170927202.0,25596830672.0,0.04,0.1,-9.41,-16.67
4758,836414,欧普泰,11.1,-0.45,-0.05,3527.0,3898559.18,3.86,11.34,10.91,11.29,11.15,0.42,0.89,19.12,2.35,740076449.0,438250999.0,0.09,-0.09,-31.35,-36.21
4759,002560,通达股份,6.66,-0.45,-0.03,61081.0,40671587.67,1.64,6.72,6.61,6.69,6.69,0.51,1.35,42.45,1.36,3508019602.0,3016484842.0,0.0,0.0,-10.24,-7.76
4760,603878,武进不锈,8.83,-0.45,-0.04,75291.0,66708546.0,2.82,8.99,8.74,8.8,8.87,0.6,1.34,13.61,1.82,4954206590.0,4954206590.0,-0.11,0.23,14.82,16.95
4761,002884,凌霄泵业,19.8,-0.45,-0.09,9297.0,18373181.6,1.31,19.92,19.66,19.8,19.89,0.31,0.34,18.98,3.32,7082113678.0,5405996237.0,0.25,0.2,8.37,14.06
4762,603699,纽威股份,17.51,-0.45,-0.08,46524.0,81526793.0,3.35,17.79,17.2,17.59,17.59,0.86,0.62,16.97,3.62,13314404158.0,13116075620.0,0.17,0.29,19.36,26.33
4763,000598,兴蓉环境,6.56,-0.46,-0.03,193288.0,127372163.2,1.67,6.66,6.55,6.6,6.59,0.78,0.65,10.62,1.18,19581575866.0,19473860666.0,0.0,0.0,10.44,15.29
4764,688538,和辉光电-U,2.17,-0.46,-0.01,203722.0,44276289.0,1.38,2.19,2.16,2.17,2.18,0.79,0.35,-9.27,2.39,30069492011.0,12482351523.0,0.0,0.0,-10.33,-10.7
4765,000725,京东方Ａ,4.33,-0.46,-0.02,3618378.0,1559763873.94,2.53,4.38,4.27,4.36,4.35,0.61,0.98,64.0,1.28,163035451414.0,159173769692.0,0.23,0.0,13.95,11.03
4766,001330,博纳影业,6.48,-0.46,-0.03,63516.0,41034698.48,2.76,6.55,6.37,6.48,6.51,0.62,0.6,-28.28,1.37,8906883016.0,6837553991.0,-0.15,-0.15,-11.23,-10.0
4767,600467,好当家,2.15,-0.46,-0.01,210595.0,44917896.0,2.31,2.16,2.11,2.14,2.16,0.58,1.44,63.9,0.93,3141137754.0,3141137754.0,0.0,0.47,-11.16,-9.66
4768,300415,伊之密,19.34,-0.46,-0.09,32325.0,62384451.9,2.73,19.63,19.1,19.39,19.43,0.6,0.76,18.63,3.51,9061990705.0,8201136999.0,0.05,0.31,11.92,9.7
4769,301372,科净源,36.08,-0.47,-0.17,19419.0,70382432.57,3.64,36.97,35.65,36.25,36.25,0.64,11.33,32.55,2.58,2474057194.0,618514317.0,0.14,0.17,-17.83,-19.36
4770,600558,大西洋,4.22,-0.47,-0.02,261908.0,110532427.0,3.07,4.3,4.17,4.23,4.24,0.83,2.92,37.39,1.68,3787892387.0,3787892387.0,0.24,0.24,0.72,3.69
4771,002356,赫美集团,4.21,-0.47,-0.02,72720.0,30591517.0,3.07,4.28,4.15,4.23,4.23,0.74,0.55,-116.95,9.47,5520381533.0,5520381533.0,0.24,0.0,-14.08,-15.97
4772,601966,玲珑轮胎,20.95,-0.48,-0.1,86171.0,180018270.0,2.19,21.15,20.69,21.13,21.05,0.88,0.58,22.27,1.48,30870300837.0,30870300837.0,0.0,0.1,10.85,8.94
4773,300370,安控科技,2.09,-0.48,-0.01,102153.0,21299389.63,3.33,2.13,2.06,2.12,2.1,0.8,0.77,-20.46,4.84,3271636310.0,2769817579.0,-0.48,0.0,-15.38,-16.06
4774,002076,星光股份,2.09,-0.48,-0.01,300333.0,62712909.0,3.33,2.13,2.06,2.1,2.1,0.63,2.9,-245.49,7.15,2318070186.0,2166577878.0,0.48,0.0,-6.28,-6.28
4775,603278,大业股份,10.4,-0.48,-0.05,46078.0,47270077.0,3.92,10.46,10.05,10.45,10.45,0.84,1.35,25.28,1.99,3554297677.0,3554297677.0,0.0,-0.29,-14.26,-17.46
4776,300940,南极光,16.32,-0.49,-0.08,14748.0,23849390.65,4.09,16.6,15.93,16.6,16.4,0.54,1.39,-26.93,2.93,3633556151.0,1730852460.0,-0.18,-0.12,-11.54,-15.35
4777,300931,通用电梯,6.08,-0.49,-0.03,40884.0,24961599.46,3.6,6.23,6.01,6.12,6.11,0.97,2.08,205.3,2.09,1460087680.0,1193868271.0,-0.16,-0.33,-28.64,-27.96
4778,601138,工业富联,21.89,-0.5,-0.11,1372388.0,2976232278.0,3.91,22.16,21.3,22.15,22.0,0.87,0.69,20.67,3.1,434823556568.0,434187854594.0,0.09,-0.09,62.51,44.78
4779,002389,航天彩虹,15.91,-0.5,-0.08,148747.0,237227099.99,3.44,16.25,15.7,15.96,15.99,0.74,1.5,103.3,1.98,15853726330.0,15765045613.0,0.0,0.19,-14.55,-14.46
4780,002949,华阳国际,11.93,-0.5,-0.06,99599.0,119060421.68,3.34,12.23,11.83,11.9,11.99,0.91,6.66,14.5,1.59,2338764382.0,1783997013.0,0.0,0.0,-16.92,-14.6
4781,600548,深高速,9.94,-0.5,-0.05,56970.0,56920148.0,1.5,10.08,9.93,9.99,9.99,0.77,0.4,9.31,1.18,21676857040.0,14246707040.0,-0.2,-0.1,5.74,10.57
4782,601577,长沙银行,7.93,-0.5,-0.04,107569.0,85585424.0,1.51,8.04,7.92,7.96,7.97,0.7,0.27,4.27,0.48,31890921269.0,31883330951.0,0.13,0.13,16.28,16.28
4783,000625,长安汽车,17.84,-0.5,-0.09,1339084.0,2372417140.88,2.34,17.96,17.54,17.85,17.93,0.69,1.63,13.43,2.52,176924436349.0,146537843491.0,0.0,0.22,16.68,6.0
4784,603687,大胜达,11.86,-0.5,-0.06,34747.0,41136489.0,2.6,12.0,11.69,11.95,11.92,0.63,0.64,64.41,2.44,6523377907.0,6481519093.0,0.25,0.34,1.37,3.22
4785,300761,立华股份,21.64,-0.51,-0.11,23588.0,50544251.35,3.4,21.8,21.06,21.75,21.75,0.86,0.39,-47.18,2.29,17910227002.0,13090016308.0,0.05,-0.14,8.8,3.2
4786,600011,华能国际,9.78,-0.51,-0.05,356541.0,347649006.0,2.34,9.86,9.63,9.8,9.83,0.72,0.32,18.18,2.92,153527353051.0,107557603008.0,0.1,-0.1,16.15,27.01
4787,300585,奥联电子,13.55,-0.51,-0.07,116665.0,158306425.3,3.08,13.83,13.41,13.65,13.62,0.4,7.29,228.93,3.21,2318555554.0,2168000000.0,0.3,0.44,-14.83,-19.15
4788,001219,青岛食品,17.39,-0.51,-0.09,84759.0,146268030.01,3.72,17.55,16.9,17.22,17.48,1.23,11.18,30.29,2.68,2608282625.0,1318422867.0,0.0,-0.11,-24.36,-24.56
4789,600871,石化油服,1.93,-0.52,-0.01,712315.0,137552040.0,1.55,1.95,1.92,1.93,1.94,0.75,0.52,62.18,4.57,36639776264.0,26188900603.0,0.0,0.0,4.32,5.46
4790,600096,云天化,19.29,-0.52,-0.1,220667.0,425591568.0,1.6,19.48,19.17,19.3,19.39,0.76,1.2,7.82,1.89,35384201530.0,35384201530.0,0.1,0.1,18.13,23.65
4791,600125,铁龙物流,5.78,-0.52,-0.03,126833.0,73103415.0,1.55,5.81,5.72,5.8,5.81,0.89,0.97,16.03,1.07,7545916432.0,7545916432.0,0.0,0.0,-8.54,-4.46
4792,300602,飞荣达,15.4,-0.52,-0.08,96200.0,147968558.79,3.88,15.73,15.13,15.51,15.48,0.51,2.49,135.96,2.44,8901967397.0,5947670513.0,0.13,0.2,-9.31,-14.78
4793,601126,四方股份,15.29,-0.52,-0.08,82649.0,125647630.0,2.67,15.44,15.03,15.22,15.37,0.77,1.02,20.29,3.01,12725117790.0,12433399880.0,-0.33,-0.39,7.22,7.98
4794,002309,ST中利,1.91,-0.52,-0.01,104147.0,19675819.0,3.13,1.92,1.86,1.88,1.92,0.86,1.2,-4.04,2.49,1665113300.0,1657416441.0,0.0,0.53,-32.51,-32.27
4795,603277,银都股份,28.56,-0.52,-0.15,5184.0,14724766.0,1.85,28.76,28.23,28.41,28.71,0.61,0.12,22.15,4.45,12013578360.0,11920244280.0,0.04,0.11,10.61,6.49
4796,601169,北京银行,5.71,-0.52,-0.03,605023.0,345915003.0,1.74,5.78,5.68,5.74,5.74,1.13,0.29,4.48,0.49,120726440193.0,120726440193.0,-0.35,-0.35,23.86,26.05
4797,000617,中油资本,5.6,-0.53,-0.03,394117.0,220506031.7,1.95,5.67,5.56,5.62,5.63,0.76,0.31,14.37,0.71,70795642842.0,70795642842.0,-0.18,0.0,3.32,3.7
4798,000729,燕京啤酒,9.3,-0.53,-0.05,139987.0,130287554.82,1.07,9.37,9.27,9.31,9.35,0.84,0.56,20.56,1.85,26212415871.0,23338909097.0,0.0,0.11,9.93,7.76
4799,002179,中航光电,33.25,-0.54,-0.18,92947.0,308733298.5,1.71,33.65,33.08,33.43,33.43,0.73,0.45,21.11,3.44,70478741417.0,68622758969.0,0.0,0.03,-12.73,-14.74
4800,300017,网宿科技,9.11,-0.55,-0.05,506445.0,458814682.85,2.62,9.19,8.95,9.15,9.16,0.81,2.23,39.12,2.37,22202774435.0,20720353457.0,0.11,0.11,12.75,16.05
4801,001339,智微智能,32.7,-0.55,-0.18,215961.0,698144049.41,4.35,33.23,31.8,32.73,32.88,2.05,30.43,195.5,4.26,8166628800.0,2320420613.0,0.0,0.31,-17.05,-4.89
4802,688516,奥特维,108.9,-0.55,-0.6,18773.0,203259790.0,3.76,110.8,106.68,109.5,109.5,0.79,0.91,19.43,6.96,24403636006.0,22521819504.0,-0.09,0.67,30.84,20.33
4803,002064,华峰化学,7.24,-0.55,-0.04,181837.0,132278914.72,2.2,7.35,7.19,7.27,7.28,0.8,0.37,13.97,1.48,35928817814.0,35852411741.0,0.14,0.14,6.94,7.9
4804,000858,五 粮 液,146.48,-0.55,-0.81,130397.0,1909631397.01,1.72,148.21,145.68,146.5,147.29,0.87,0.34,18.68,4.65,568577940572.0,568565914857.0,-0.04,0.02,10.7,4.4
4805,000426,兴业银锡,12.65,-0.55,-0.07,618604.0,780812438.61,4.17,12.97,12.44,12.52,12.72,1.02,4.19,32.1,3.83,23240481570.0,18695180254.0,0.24,0.0,35.15,39.32
4806,871970,大禹生物,7.16,-0.56,-0.04,3265.0,2333054.1,2.22,7.2,7.04,7.19,7.2,0.71,0.62,-95.01,2.51,797340464.0,377363504.0,-0.14,-0.14,4.07,4.22
4807,601601,中国太保,23.21,-0.56,-0.13,246390.0,574455811.0,1.46,23.51,23.17,23.4,23.34,0.66,0.36,8.19,0.89,223288125171.0,158873412171.0,0.0,0.0,-4.01,-2.4
