date,code,price,average,ang
20240612,002869,24.08,0,16.136387854593533
20240612,601028,13.17,0,10.198100468357262
20240612,601985,10.34,0,5.277216337076246
20240612,301297,24.12,0,6.452571246916733
20240612,301306,42.76,0,25.65245317192302
20240612,000037,10.58,0,7.408365893974778
20240612,300098,3.71,0,10.200732236220071
20240612,688525,58.4,0,14.757409822958735
20240612,001288,27.75,0,9.4747792244435
20240612,301369,49.96,0,12.260261758675885
20240612,300552,36.2,0,18.15957865822756
20240612,603172,16.98,0,8.669386949105325
